Breed1,Breed2,Breed4,Breed3,id
3.74966575096843e-05,6.00733981836751e-08,5.93467494767883e-08,0.999962383922343,sample_1
4.97084956053018e-07,4.47519028450287e-07,4.46766185654846e-07,0.99999860862983,sample_2
0.00776623488301791,0.99181865692264,0.00041486602303272,2.42171309356529e-07,sample_3
0.0408820716881835,0.0176378969660463,6.24474730130932e-07,0.94147940687104,sample_4
0.988871881670488,5.50041376099072e-05,0.0100370819637892,0.0010360322281126,sample_5
0.999997258215415,8.63967436069214e-07,1.01226026763109e-06,8.6555688103393e-07,sample_6
0.77435732721293,1.07287615917407e-05,0.225631381799886,5.62225592641744e-07,sample_7
0.000170706850272858,1.23109008423426e-07,0.999829100984809,6.90559099722824e-08,sample_8
0.999960201881554,1.04204485199014e-07,3.94767759666631e-05,2.17137994118944e-07,sample_9
0.0010321086938017,7.35430482744011e-06,0.998960346927244,1.90074126836018e-07,sample_10
5.76219743251308e-06,1.35841978181662e-06,3.1259834130855e-07,0.999992566784444,sample_11
0.00377615638076813,0.903310725261186,0.0929121568097649,9.61548281026643e-07,sample_12
0.921303837131022,0.0609588518684771,0.0176215786506523,0.000115732349848119,sample_13
0.999945788510308,8.94992941168852e-08,3.31609794763519e-05,2.09610109218738e-05,sample_14
0.000113402667368861,0.999885411103568,7.78878028832115e-08,1.10834125983747e-06,sample_15
0.0013699952106834,0.998576554010495,6.84038072999722e-08,5.33823750145366e-05,sample_16
0.00289237947328844,1.20745202689495e-07,0.997107378770179,1.21011329904529e-07,sample_17
0.995200698555526,7.60877077900771e-07,0.000170482876784488,0.00462805769061152,sample_18
0.000280143224368685,9.8534195405223e-07,0.999718817316293,5.41173844228105e-08,sample_19
2.98822327613695e-05,4.14133328090492e-07,0.999969598339139,1.05294771891853e-07,sample_20
8.63137559665659e-05,0.999911530644456,2.02611979621458e-06,1.29479781335578e-07,sample_21
1.83785891670936e-06,9.14977922018427e-08,8.62010352391231e-08,0.999997984442256,sample_22
0.973038709973443,0.0141916826084551,6.30238926309737e-07,0.0127689771791752,sample_23
4.42461403783727e-06,0.999897053207124,4.21628127290321e-07,9.81005507109115e-05,sample_24
0.0392326974924569,0.000897894871946183,2.35263365334717e-07,0.959869172372232,sample_25
0.999896872678017,1.80426336109574e-07,0.000102759500029125,1.873956177641e-07,sample_26
0.997041829500976,1.75824239041247e-07,1.43113589070645e-07,0.00295785156119626,sample_27
8.02053894448319e-05,1.91796125841153e-06,1.91796116096383e-06,0.999915958688136,sample_28
0.000288218839179237,0.999700375731862,1.13006617965872e-05,1.04767162523017e-07,sample_29
3.39119098359771e-05,2.98990082849946e-05,1.23694357955488e-07,0.999936065387521,sample_30
0.000168891703136688,0.999826845321736,9.65908167898354e-08,4.16638431087308e-06,sample_31
5.33368427607069e-05,7.44284284522422e-07,5.4785968798005e-08,0.999945864086986,sample_32
0.999998375446173,1.34809302547947e-07,7.08423276932053e-07,7.81321247866035e-07,sample_33
0.99999898996614,2.08310759422108e-07,5.30033616201229e-07,2.71689484043525e-07,sample_34
1.98726687441165e-05,1.46944378006142e-07,0.999979847833217,1.32553661419406e-07,sample_35
2.07367396341221e-05,1.44922350794238e-06,0.999977633659937,1.80376921288791e-07,sample_36
0.999974264168576,4.22704504720659e-07,1.59849990392319e-05,9.3281278797346e-06,sample_37
0.000970908988148267,9.16053776428579e-08,9.08451866247608e-08,0.999028908561287,sample_38
0.0114934560464219,1.59597236446204e-07,1.53060611353095e-07,0.98850623129573,sample_39
0.000196730459434484,0.999795946095607,4.07471895834523e-08,7.28269776868674e-06,sample_40
0.964598151419137,5.29614367504978e-07,0.0353936541131407,7.66485335507942e-06,sample_41
0.999964915236384,3.52157960979052e-07,2.83479046803648e-05,6.38470097485069e-06,sample_42
7.80759692367772e-05,8.68834907101856e-08,0.999921750643725,8.65035476490265e-08,sample_43
1.60725600629392e-05,0.999964825236281,1.89032766618027e-05,1.98926994207402e-07,sample_44
0.985192252793625,0.000655628103592365,0.014151018004277,1.10109850588061e-06,sample_45
0.999976136646423,5.97869162567179e-07,3.284356980335e-07,2.29370487162496e-05,sample_46
6.08827656526809e-06,0.999992351843772,3.4102425554261e-07,1.21885540739125e-06,sample_47
0.0138170084693182,0.986053754715377,4.11066935102028e-05,8.81301217945308e-05,sample_48
0.00185461719185061,2.79385201544615e-07,0.998145034094487,6.93284602417647e-08,sample_49
0.000929348587992702,2.02110571542013e-07,0.99907038645452,6.28469159336976e-08,sample_50
0.0950157625714708,0.0167512280192116,0.888232582835487,4.26573830323961e-07,sample_51
0.000206651333813369,0.0294790602912402,6.24486891350941e-07,0.970313663888055,sample_52
0.95236051817321,0.0328559729663486,0.0147820827171203,1.42614332073365e-06,sample_53
0.000115451108162428,0.999832138300431,4.05792549991953e-07,5.20047988564071e-05,sample_54
0.000146373429379533,5.92492891258447e-05,7.23690136957692e-06,0.999787140380125,sample_55
3.46085742449449e-05,0.999964288247254,6.2512459406814e-08,1.04066604219497e-06,sample_56
4.15582386377262e-05,1.24832195362661e-06,0.999957004344417,1.89094992030442e-07,sample_57
1.14488836707876e-05,1.22089122741261e-06,7.03620045972466e-08,0.999987259863097,sample_58
1.31239089735291e-06,8.15607924730507e-08,8.10703738435599e-08,0.999998524977936,sample_59
0.00535467278034038,0.00010210438706777,0.994543142359387,8.04732049872337e-08,sample_60
0.999970336283561,8.52593517717373e-08,2.39602386255896e-05,5.6182184612269e-06,sample_61
0.000108723814771924,0.999888791061298,2.40938469724686e-06,7.57392326014948e-08,sample_62
0.000313955490030079,0.999660376635986,2.55705118513368e-05,9.73621329500063e-08,sample_63
0.996408782487599,1.24362025871783e-07,0.00359014553909842,9.47611277064715e-07,sample_64
0.00707127488068446,0.992153840031737,1.30976874809831e-07,0.00077475411070404,sample_65
0.999504813066868,8.86448225400623e-06,0.000477457968321955,8.86448255613748e-06,sample_66
2.85545230294311e-05,0.999969453689193,4.35580386131154e-08,1.9482297387239e-06,sample_67
3.37552720189154e-06,0.999995521512187,8.16661674277464e-08,1.02129444370352e-06,sample_68
